date,year,quarter,t,RRP,d_RRP,cpi_national,real_gdp_growth,lending_rate,d_lending_rate,region,property_type,beta_rrp,base_qoq_drift,idio_sd,unit_id,lag1_d_RRP,lag2_d_RRP,lag4_d_RRP,shock,dln_RPPI,RPPI,RRP_lag1,d_RRP_lag1,RRP_lag2,d_RRP_lag2,RRP_lag4,d_RRP_lag4,REL_growth
2024-01-01,2024,1,25,6.5,0.0,3.9,6.267600870840498,9.508180720011742,0.1006352609801553,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,0.25,0.0,0.75,1.5665545196168391,0.02631089552273358,133.53691437931982,6.5,0.25,6.25,0.0,5.75,0.75,-1.9839190020365443
2024-04-01,2024,2,26,6.5,0.0,3.4636369040555994,7.203653421627691,9.557916001163832,0.04973528115209014,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,0.0,0.25,0.5,2.44136907225066,0.03646665182683367,138.49643755185463,6.5,0.0,6.5,0.25,6.25,0.5,-9.82794022336597
2024-07-01,2024,3,27,6.25,-0.25,3.204368380234698,6.54815913607695,9.37685720877443,-0.18105879238940226,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,0.0,0.0,0.0,2.5986269719827053,0.03890313990992632,143.9905602430082,6.5,0.0,6.5,0.0,6.25,0.0,-5.129346450831948
2024-10-01,2024,4,28,6.0,-0.25,3.131997916467933,5.575948601638913,9.189357493890524,-0.1874997148839057,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.25,0.0,0.25,-0.6173036604836756,0.008732543495718219,145.25347025611296,6.25,-0.25,6.5,0.0,6.5,0.25,-8.221706737108985
2025-01-01,2025,1,29,5.75,-0.25,1.8,5.0,8.974215227846123,-0.2151422660444009,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.25,-0.25,0.0,-0.004438935765233046,0.01543311064234767,147.51257076846795,6.0,-0.25,6.25,-0.25,6.5,0.0,-7.320616238061858
2025-04-01,2025,2,30,5.5,-0.25,2.173061203528872,4.244591007606215,8.68616918501103,-0.2880460428350933,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.25,-0.25,0.0,1.8127093169860622,0.033433233158771614,152.52776283513973,5.75,-0.25,6.0,-0.25,6.5,0.0,-2.191539406014145
2025-07-01,2025,3,31,5.25,-0.25,1.3474150575376869,4.943768484708373,8.399883761389766,-0.28628542362126375,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.25,-0.25,-0.25,2.13302846107574,0.03665092230978435,158.22175365257903,5.5,-0.25,5.75,-0.25,6.25,-0.25,-4.202328851629078
2025-10-01,2025,4,32,5.0,-0.25,1.653876661545189,3.9497939843187355,8.190626645523027,-0.20925711586673934,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.25,-0.25,-0.25,-0.2799186307425651,0.012240649435157428,160.17039264455525,5.25,-0.25,5.5,-0.25,6.0,-0.25,-3.357508072948508
2026-01-01,2026,1,33,4.5,-0.5,4.5,3.6950562492494683,7.82876729234417,-0.36185935317885676,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.25,-0.25,-0.25,2.042338727232913,0.03622153336579768,166.07836179318366,5.0,-0.25,5.25,-0.25,5.75,-0.25,0.4988265854674072
2026-04-01,2026,2,34,4.625,0.125,4.679466958498582,5.2171204950010654,7.7404883068636146,-0.08827898548055568,AONCR,Condominium,-0.95,0.95,1.35,AONCR_Condominium,-0.5,-0.25,-0.25,0.6562601469132904,0.025360361742307876,170.34402995074333,4.5,-0.5,5.0,-0.25,5.5,-0.25,-3.1017871386913693
2018-01-01,2018,1,1,3.0,,4.0,6.3,6.1,,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,,,,0.5997360103792292,0.01655986010379229,101.66977345964783,,,,,,,-0.1942375351680381
2018-04-01,2018,2,2,3.25,0.25,4.698872845779609,4.806563547461692,6.2305049264677885,0.13050492646778888,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,,,,-0.4080099369244546,0.0061320238147874705,102.29513032379857,3.0,,,,,,3.4608069724955532
2018-07-01,2018,3,3,4.0,0.75,4.730570586841166,4.8873232065108665,6.735777588582047,0.5052726621142583,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.25,,,0.5804433674102023,0.014931351052595947,103.83399489912728,3.25,0.25,3.0,,,,1.1693894381846168
2018-10-01,2018,4,4,4.75,0.75,5.091996451668118,5.530432015109393,7.2225004240703425,0.48672283548829576,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.75,0.25,,-0.30173536392639005,0.0036466573019025557,104.21333313270821,4.0,0.75,3.25,0.25,,,-0.028181819653235563
2019-01-01,2019,1,5,4.75,0.0,3.8,6.013447902928668,7.583413704341121,0.3609132802707782,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.75,0.75,,0.38262604485465485,0.009158803412144798,105.17218683741419,4.75,0.75,4.0,0.75,3.0,,2.312626140395545
2019-04-01,2019,2,6,4.5,-0.25,3.7235016875778957,6.661147271372238,7.634787468050925,0.05137376370980462,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.75,0.25,-0.8030961723035434,0.0008965190100025234,105.26651798075089,4.75,0.0,4.75,0.75,3.25,0.25,2.685312742377743
2019-07-01,2019,3,7,4.25,-0.25,3.9943571127668194,7.805844480091282,7.537843258505781,-0.09694420954514449,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,0.0,0.75,-0.1952703559744778,0.0102977952541195,106.3561317106261,4.5,-0.25,4.75,0.0,4.0,0.75,3.144689916763151
2019-10-01,2019,4,8,4.0,-0.25,3.465760800501286,7.687624841235176,7.3750989855478455,-0.16274427295793537,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,0.75,0.2514584163603398,0.015124671719216975,107.9769596355302,4.25,-0.25,4.5,-0.25,4.75,0.75,5.721647183842569
2020-01-01,2020,1,9,3.75,-0.25,2.2,-0.7,7.080623865444629,-0.2944751201032165,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,0.0,-1.6128350734737824,-0.007043350734737823,107.21911206366173,4.0,-0.25,4.25,-0.25,4.75,0.0,-2.181544203563053
2020-04-01,2020,2,10,2.75,-1.0,1.7330332722498218,-7.045966067955906,6.371889144048662,-0.7087347213959667,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,-0.25,0.9614864326451154,0.016180037032642636,108.96803190687221,3.75,-0.25,4.0,-0.25,4.5,-0.25,-10.541903407609576
2020-07-01,2020,3,11,2.25,-0.5,2.5678852409948902,-9.035904447482224,5.787256106512813,-0.5846330375358493,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-1.0,-0.25,-0.25,-0.5153182373827123,0.004291219030665508,109.43664233501435,2.75,-1.0,3.75,-0.25,4.25,-0.25,-6.366538930727986
2020-10-01,2020,4,12,2.0,-0.25,2.3389100339341686,-6.488040260447374,5.461117392223406,-0.32613871428940655,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.5,-1.0,-0.25,-0.22200895960612843,0.0075485683164512,110.26585806434421,2.25,-0.5,2.75,-1.0,4.0,-0.25,-3.655689043351434
2021-01-01,2021,1,13,2.0,0.0,2.9599481726530636,3.5,5.25489088741875,-0.20622650480465676,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.5,-0.25,-0.5543581924026625,0.005906902527769295,110.91911520376966,2.0,-0.25,2.25,-0.5,3.75,-0.25,2.3003212947136915
2021-04-01,2021,2,14,2.0,0.0,2.89306308425626,3.321313221938798,5.206473545540003,-0.048417341878746356,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,-0.25,-1.0,-0.6601515394169872,0.0030743959893340545,111.26064922308984,2.0,0.0,2.0,-0.25,2.75,-1.0,2.4957335605380826
2021-07-01,2021,3,15,2.0,0.0,2.8277963531994934,3.0301866116687646,5.180745300541072,-0.025728244998931338,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.0,-0.5,0.7076329980334167,0.0160609888656698,113.06203254733146,2.0,0.0,2.0,0.0,2.25,-0.5,0.4370083898709973
2021-10-01,2021,4,16,2.0,0.0,2.6336316855425452,6.00416389559609,5.044770684415611,-0.1359746161254609,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.0,-0.25,-0.4847985532000199,0.005193665434511099,113.65076643777361,2.0,0.0,2.0,0.0,2.0,-0.25,8.376904214264094
2022-01-01,2022,1,17,2.0,0.0,3.0,8.2,5.039231316423039,-0.005539367992572153,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.0,0.0,0.14852976614620772,0.012460297661462076,115.07574822895666,2.0,0.0,2.0,0.0,2.0,0.0,7.058229663711098
2022-04-01,2022,2,18,2.5,0.5,4.234248869877067,6.371201634503846,5.393558958301544,0.3543276418785055,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.0,0.0,-1.3789564883498107,-0.003130089609596045,114.71611396247428,2.0,0.0,2.0,0.0,2.0,0.0,5.1769630429538545
2022-07-01,2022,3,19,3.75,1.25,4.469159250277384,7.09681390411188,6.236073272757313,0.8425143144557685,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.5,0.0,0.0,-0.10256850241084513,0.007726367965016718,115.60588579639163,2.5,0.5,2.0,0.0,2.0,0.0,-0.9442987953155884
2022-10-01,2022,4,20,5.0,1.25,5.0896345976435615,7.010877457639748,7.229721678988704,0.9936484062313911,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,1.25,0.5,0.0,0.06373389085392837,0.005043308334447257,116.19039461392262,3.75,1.25,2.5,0.5,2.0,0.0,3.2935261322050438
2023-01-01,2023,1,21,5.75,0.75,8.0,5.5,8.070966842960146,0.8412451639714424,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,1.25,1.25,0.0,-0.43250868660795566,-0.0013000868660795572,116.0394351593855,5.0,1.25,3.75,1.25,2.0,0.0,-0.44936804899337335
2023-04-01,2023,2,22,6.25,0.5,8.155429552863874,6.374844613584793,8.738674988065059,0.6677081451049123,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.75,1.25,0.5,2.0484776767020865,0.026134472362974323,119.11204014241055,5.75,0.75,5.0,1.25,2.5,0.5,-7.788033172919718
2023-07-01,2023,3,23,6.25,0.0,6.667742416294605,6.744282989543375,9.042506761018442,0.3038317729533837,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.5,0.75,1.25,0.3187149325307075,0.010779078171274221,120.40290279034593,6.25,0.5,5.75,0.75,3.75,1.25,-5.030857438832104
2023-10-01,2023,4,24,6.5,0.25,6.237253959575014,6.443976500689383,9.407545459031587,0.36503869801314437,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.5,1.25,-0.3775961127819328,0.006386706247811693,121.17434161618765,6.25,0.0,6.25,0.5,5.0,1.25,-7.083475746160021
2024-01-01,2024,1,25,6.5,0.0,3.9,6.267600870840498,9.508180720011742,0.1006352609801553,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.25,0.0,0.75,0.48111646907785105,0.014206515017343697,122.90809284204771,6.5,0.25,6.25,0.0,5.75,0.75,3.006690813501322
2024-04-01,2024,2,26,6.5,0.0,3.4636369040555994,7.203653421627691,9.557916001163832,0.04973528115209014,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.25,0.5,-1.3965932075619907,-0.0037879709712928446,122.44340122903961,6.5,0.0,6.5,0.25,6.25,0.5,0.9907833135852746
2024-07-01,2024,3,27,6.25,-0.25,3.204368380234698,6.54815913607695,9.37685720877443,-0.18105879238940226,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,0.0,0.0,0.0,-1.0775772796115277,-0.00035890260601601165,122.39946385833909,6.5,0.0,6.5,0.0,6.25,0.0,-4.109186474417246
2024-10-01,2024,4,28,6.0,-0.25,3.131997916467933,5.575948601638913,9.189357493890524,-0.1874997148839057,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,0.0,0.25,-0.7959638271965107,0.0031959418285898667,122.79127118790285,6.25,-0.25,6.5,0.0,6.5,0.25,-7.965360631182422
2025-01-01,2025,1,29,5.75,-0.25,1.8,5.0,8.974215227846123,-0.2151422660444009,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,0.0,-1.764913905675498,-0.006546639056754982,121.99002664719274,6.0,-0.25,6.25,-0.25,6.5,0.0,-3.8799957332820494
2025-04-01,2025,2,30,5.5,-0.25,2.173061203528872,4.244591007606215,8.68616918501103,-0.2880460428350933,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,0.0,0.9474266243485647,0.020405406232396638,124.50485346885944,5.75,-0.25,6.0,-0.25,6.5,0.0,-2.35351208276474
2025-07-01,2025,3,31,5.25,-0.25,1.3474150575376869,4.943768484708373,8.399883761389766,-0.28628542362126375,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,-0.25,-0.347843670611569,0.007467200992911256,125.4380360290609,5.5,-0.25,5.75,-0.25,6.25,-0.25,-5.973714006865002
2025-10-01,2025,4,32,5.0,-0.25,1.653876661545189,3.9497939843187355,8.190626645523027,-0.20925711586673934,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,-0.25,0.6228422579218839,0.01689325832180192,127.57509328226358,5.25,-0.25,5.5,-0.25,6.0,-0.25,-5.823113075573183
2026-01-01,2026,1,33,4.5,-0.5,4.5,3.6950562492494683,7.82876729234417,-0.36185935317885676,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.25,-0.25,-0.25,0.2183569007942097,0.013606715101410647,129.3228347758304,5.0,-0.25,5.25,-0.25,5.75,-0.25,-0.936233063774613
2026-04-01,2026,2,34,4.625,0.125,4.679466958498582,5.2171204950010654,7.7404883068636146,-0.08827898548055568,AONCR,Duplex,-0.45,0.7,1.0,AONCR_Duplex,-0.5,-0.25,-0.25,-0.01887027140798397,0.012984057559095135,131.01291823311064,4.5,-0.5,5.0,-0.25,5.5,-0.25,-1.6375832989396937
2018-01-01,2018,1,1,3.0,,4.0,6.3,6.1,,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,,,,-0.031499295895186234,0.010747507041048137,101.08054689574398,,,,,,,4.946145146668803
2018-04-01,2018,2,2,3.25,0.25,4.698872845779609,4.806563547461692,6.2305049264677885,0.13050492646778888,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,,,,-0.42286498984066895,0.006483473285625327,101.73802900194787,3.0,,,,,,-0.14054051051578131
2018-07-01,2018,3,3,4.0,0.75,4.730570586841166,4.8873232065108665,6.735777588582047,0.5052726621142583,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.25,,,0.2220805154578751,0.012097722533072676,102.97630249017051,3.25,0.25,3.0,,,,-1.4549600452126301
2018-10-01,2018,4,4,4.75,0.75,5.091996451668118,5.530432015109393,7.2225004240703425,0.48672283548829576,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.75,0.25,,-0.7045023589217798,0.0009939873519486597,103.07871052010775,4.0,0.75,3.25,0.25,,,4.445799686279171
2019-01-01,2019,1,5,4.75,0.0,3.8,6.013447902928668,7.583413704341121,0.3609132802707782,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.75,0.75,,1.1869616267053313,0.018827159230651563,105.03777374657895,4.75,0.75,4.0,0.75,3.0,,-0.13560061836679715
2019-04-01,2019,2,6,4.5,-0.25,3.7235016875778957,6.661147271372238,7.634787468050925,0.05137376370980462,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.75,0.25,-0.6910810472736736,0.0028916702603012222,105.34194792689324,4.75,0.0,4.75,0.75,3.25,0.25,6.280683188962378
2019-07-01,2019,3,7,4.25,-0.25,3.9943571127668194,7.805844480091282,7.537843258505781,-0.09694420954514449,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,0.0,0.75,-0.5881890768347557,0.006618608045516719,106.04147739302002,4.5,-0.25,4.75,0.0,4.0,0.75,0.31859126818943206
2019-10-01,2019,4,8,4.0,-0.25,3.465760800501286,7.687624841235176,7.3750989855478455,-0.16274427295793537,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,0.75,-1.0122901602666343,0.0026121859529472324,106.3188395537505,4.25,-0.25,4.5,-0.25,4.75,0.75,2.848296892062181
2020-01-01,2020,1,9,3.75,-0.25,2.2,-0.7,7.080623865444629,-0.2944751201032165,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,0.0,-0.6751882516087957,0.0024581174839120434,106.58050522284881,4.0,-0.25,4.25,-0.25,4.75,0.0,-4.178499080403652
2020-04-01,2020,2,10,2.75,-1.0,1.7330332722498218,-7.045966067955906,6.371889144048662,-0.7087347213959667,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,-0.25,0.6912095859359787,0.013602268565551268,108.04014659031115,3.75,-0.25,4.0,-0.25,4.5,-0.25,-12.868316008333194
2020-07-01,2020,3,11,2.25,-0.5,2.5678852409948902,-9.035904447482224,5.787256106512813,-0.5846330375358493,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-1.0,-0.25,-0.25,-1.086713989014979,-0.0020477384856571568,107.81913498835311,2.75,-1.0,3.75,-0.25,4.25,-0.25,-9.6470412358826
2020-10-01,2020,4,12,2.0,-0.25,2.3389100339341686,-6.488040260447374,5.461117392223406,-0.32613871428940655,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.5,-1.0,-0.25,0.22464520524036083,0.011515109964916094,109.06785998876659,2.25,-0.5,2.75,-1.0,4.0,-0.25,-8.368555435148552
2021-01-01,2021,1,13,2.0,0.0,2.9599481726530636,3.5,5.25489088741875,-0.20622650480465676,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.5,-0.25,-0.31127993014904765,0.008337685150305443,109.98103505838665,2.0,-0.25,2.25,-0.5,3.75,-0.25,1.3739119659649113
2021-04-01,2021,2,14,2.0,0.0,2.89306308425626,3.321313221938798,5.206473545540003,-0.048417341878746356,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,-0.25,-1.0,-1.3434411323705637,-0.0033834999402017106,109.60954305882795,2.0,0.0,2.0,-0.25,2.75,-1.0,4.845011730824421
2021-07-01,2021,3,15,2.0,0.0,2.8277963531994934,3.0301866116687646,5.180745300541072,-0.025728244998931338,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.0,-0.5,-0.21361339162660647,0.00734852496906957,110.41797828806759,2.0,0.0,2.0,0.0,2.25,-0.5,2.3309650207531387
2021-10-01,2021,4,16,2.0,0.0,2.6336316855425452,6.00416389559609,5.044770684415611,-0.1359746161254609,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.0,-0.25,-3.5509697290858115,-0.024968046324346814,107.69518989266895,2.0,0.0,2.0,0.0,2.0,-0.25,5.699439995167068
2022-01-01,2022,1,17,2.0,0.0,3.0,8.2,5.039231316423039,-0.005539367992572153,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.0,0.0,-0.3341259090486891,0.00813374090951311,108.57472677802052,2.0,0.0,2.0,0.0,2.0,0.0,3.154410153362214
